0851732,Zalesie,2,"50°18'45"" 16°34'48"""
0935989,Bolesławiec,2,"51°15'47"" 15°33'53"""
0984203,Lądek-Zdrój,2,"50°20'33"" 16°53'14"""
0936262,Nowogrodziec,2,"51°11'50"" 15°23'53"""
0984226,Międzylesie,2,"50°08'52"" 16°40'02"""
0983818,Bielawa,2,"50°41'04"" 16°36'42"""
0983988,Dzierżoniów,2,"50°43'41"" 16°39'05"""
0984396,Pieszyce,2,"50°42'44"" 16°34'49"""
0984491,Piława Górna,2,"50°40'54"" 16°45'14"""
0984539,Radków,2,"50°30'14"" 16°24'03"""
0984545,Stronie Śląskie,2,"50°17'56"" 16°52'25"""
0984232,Niemcza,2,"50°43'00"" 16°50'06"""
0984597,Szczytna,2,"50°24'56"" 16°26'38"""
0954076,Chojnów,2,"51°16'24"" 15°56'11"""
0954082,Głogów,2,"51°39'53"" 16°04'47"""
0954449,Góra,2,"51°40'05"" 16°32'21"""
0954662,Wąsosz,2,"51°33'53"" 16°41'37"""
0954120,Jawor,2,"51°03'01"" 16°11'37"""
0984692,Ząbkowice Śląskie,2,"50°35'20"" 16°48'46"""
0984700,Ziębice,2,"50°36'01"" 17°02'28"""
0954171,Prochowice,2,"51°16'23"" 16°21'44"""
0935995,Bolków,2,"50°55'20"" 16°06'02"""
0879914,Prusice,2,"51°22'16"" 16°57'37"""
0936150,Lubań,2,"51°07'12"" 15°17'22"""
0936457,Świeradów-Zdrój,2,"50°54'33"" 15°19'55"""
0936121,Leśna,2,"51°01'26"" 15°15'50"""
0984746,Żarów,2,"50°56'33"" 16°29'36"""
0987182,Oborniki Śląskie,2,"51°17'58"" 16°54'50"""
0987383,Trzebnica,2,"51°18'30"" 17°03'43"""
0954142,Lubin,2,"51°23'55"" 16°12'12"""
0936032,Karpacz,2,"50°46'29"" 15°45'17"""
0936078,Kowary,2,"50°47'33"" 15°50'11"""
0936285,Piechowice,2,"50°50'59"" 15°35'57"""
0191684,Olszyna,2,"51°04'01"" 15°22'42"""
0987503,Żmigród,2,"51°28'16"" 16°54'28"""
0936368,Szklarska Poręba,2,"50°49'47"" 15°31'08"""
0983824,Boguszów-Gorce,2,"50°45'21"" 16°12'18"""
0984025,Jedlina-Zdrój,2,"50°43'30"" 16°20'49"""
0936003,Gryfów Śląski,2,"51°01'41"" 15°24'53"""
0936026,Kamienna Góra,2,"50°47'00"" 16°01'58"""
0936227,Lwówek Śląski,2,"51°06'39"" 15°35'06"""
0984574,Szczawno-Zdrój,2,"50°48'01"" 16°15'03"""
0936523,Zawidów,2,"51°01'27"" 15°03'49"""
0936233,Mirsk,2,"50°58'12"" 15°22'59"""
0984002,Głuszyca,2,"50°41'15"" 16°22'18"""
0984210,Mieroszów,2,"50°39'59"" 16°11'12"""
0936180,Lubawka,2,"50°42'25"" 15°59'60"""
0936500,Wleń,2,"51°01'01"" 15°40'27"""
0936546,Zgorzelec,2,"51°08'59"" 15°00'24"""
0935908,Bogatynia,2,"50°54'17"" 14°57'26"""
0987064,Brzeg Dolny,2,"51°15'37"" 16°43'11"""
0954202,Ścinawa,2,"51°24'46"" 16°25'34"""
0984723,Złoty Stok,2,"50°26'35"" 16°52'25"""
0983913,Duszniki-Zdrój,2,"50°24'15"" 16°23'24"""
0984077,Kłodzko,2,"50°26'15"" 16°39'10"""
0987130,Milicz,2,"51°31'27"" 17°16'22"""
0987466,Wołów,2,"51°20'11"" 16°38'46"""
0936210,Lubomierz,2,"51°00'46"" 15°30'38"""
0984120,Kudowa-Zdrój,2,"50°26'27"" 16°14'26"""
0984278,Nowa Ruda,2,"50°34'44"" 16°30'09"""
0984522,Polanica-Zdrój,2,"50°24'12"" 16°30'41"""
0983899,Bystrzyca Kłodzka,2,"50°17'51"" 16°39'01"""
0983801,Bardo,2,"50°30'23"" 16°44'26"""
0852631,Kamieniec Ząbkowicki,2,"50°31'30"" 16°52'41"""
0987124,Kąty Wrocławskie,2,"51°01'47"" 16°46'16"""
0987294,Sobótka,2,"50°53'59"" 16°44'40"""
0936351,Pieńsk,2,"51°14'48"" 15°02'44"""
0881160,Siechnice,2,"51°02'01"" 17°08'49"""
0936492,Węgliniec,2,"51°17'10"" 15°13'24"""
0936517,Wojcieszów,2,"50°57'03"" 15°55'20"""
0954219,Złotoryja,2,"51°07'29"" 15°54'57"""
0987213,Oleśnica,2,"51°12'34"" 17°22'49"""
0987035,Bierutów,2,"51°07'31"" 17°32'39"""
0936486,Świerzawa,2,"51°00'52"" 15°53'36"""
0935802,Jelenia Góra,2,"50°54'11"" 15°44'05"""
0954047,Legnica,2,"51°12'24"" 16°09'46"""
0986283,Wrocław,2,"51°06'28"" 17°02'19"""
0937037,Międzybórz,2,"51°23'53"" 17°39'54"""
0983681,Wałbrzych,2,"50°46'02"" 16°16'58"""
0937379,Syców,2,"51°18'34"" 17°43'14"""
0987390,Twardogóra,2,"51°21'56"" 17°28'04"""
0987259,Oława,2,"50°56'26"" 17°17'55"""
0987118,Jelcz-Laskowice,2,"51°02'24"" 17°20'60"""
0954060,Chocianów,2,"51°25'11"" 15°54'09"""
0987437,Wiązów,2,"50°48'50"" 17°12'04"""
0954165,Polkowice,2,"51°30'12"" 16°04'06"""
0954194,Przemków,2,"51°31'41"" 15°47'18"""
0987331,Strzelin,2,"50°46'51"" 17°04'15"""
0987348,Środa Śląska,2,"51°09'48"" 16°35'52"""
0984657,Świdnica,2,"50°50'34"" 16°29'14"""
0984663,Świebodzice,2,"50°51'35"" 16°19'12"""
0984019,Jaworzyna Śląska,2,"50°54'52"" 16°25'50"""
0984551,Strzegom,2,"50°57'37"" 16°20'48"""
0983244,Górzno,4,"53°11'52"" 19°38'37"""
0983474,Jabłonowo Pomorskie,4,"53°23'19"" 19°09'13"""
0982954,Brodnica,4,"53°15'23"" 19°24'10"""
0985384,Aleksandrów Kujawski,4,"52°52'30"" 18°41'41"""
0985616,Ciechocinek,4,"52°52'43"" 18°47'14"""
0985987,Nieszawa,4,"52°50'03"" 18°54'09"""
0929598,Strzelno,4,"52°37'41"" 18°10'21"""
0984752,Włocławek,4,"52°39'26"" 19°03'48"""
0928363,Bydgoszcz,4,"53°07'31"" 18°00'05"""
0983333,Grudziądz,4,"53°29'17"" 18°45'11"""
0982724,Toruń,4,"53°00'48"" 18°36'54"""
0929428,Mogilno,4,"52°39'28"" 17°56'60"""
0985734,Izbica Kujawska,4,"52°25'14"" 18°45'47"""
0929820,Więcbork,4,"53°21'17"" 17°29'23"""
0985562,Chodecz,4,"52°24'17"" 19°01'44"""
0986136,Rypin,4,"53°03'57"" 19°24'47"""
0985651,Dobrzyń nad Wisłą,4,"52°38'18"" 19°19'22"""
0929492,Nowe,4,"53°38'56"" 18°43'34"""
0094024,Pruszcz,4,"53°19'51"" 18°11'50"""
0929724,Tuchola,4,"53°35'18"" 17°51'42"""
0985898,Lubień Kujawski,4,"52°24'19"" 19°09'56"""
0928825,Barcin,4,"52°51'27"" 17°56'31"""
0929664,Świecie,4,"53°24'34"" 18°26'50"""
0869583,Skępe,4,"52°52'01"" 19°21'28"""
0983652,Wąbrzeźno,4,"53°16'48"" 18°56'50"""
0929167,Janowiec Wielkopolski,4,"52°45'25"" 17°29'15"""
0985929,Lubraniec,4,"52°32'38"" 18°50'08"""
0985786,Kowal,4,"52°31'50"" 19°08'55"""
0983126,Chełmża,4,"53°11'12"" 18°36'35"""
0929405,Łabiszyn,4,"52°57'11"" 17°55'09"""
0929865,Żnin,4,"52°50'59"" 17°43'15"""
0929210,Kamień Krajeński,4,"53°31'58"" 17°31'14"""
0985444,Brześć Kujawski,4,"52°36'23"" 18°54'02"""
0929546,Sępólno Krajeńskie,4,"53°27'20"" 17°32'13"""
0985830,Lipno,4,"52°50'45"" 19°10'54"""
0983557,Łasin,4,"53°31'07"" 19°05'11"""
0929380,Kruszwica,4,"52°40'34"" 18°19'23"""
0867510,Piotrków Kujawski,4,"52°33'04"" 18°29'51"""
0929517,Pakość,4,"52°48'25"" 18°05'16"""
0983155,Golub-Dobrzyń,4,"53°06'33"" 19°03'09"""
0983066,Chełmno,4,"53°21'02"" 18°25'49"""
0983540,Kowalewo Pomorskie,4,"53°09'17"" 18°53'53"""
0986060,Radziejów,4,"52°37'23"" 18°31'38"""
0929109,Janikowo,4,"52°45'15"" 18°06'44"""
0929463,Nakło nad Notecią,4,"53°08'19"" 17°36'17"""
0929552,Solec Kujawski,4,"53°04'51"" 18°13'35"""
0929612,Szubin,4,"53°00'27"" 17°44'01"""
0929440,Mrocza,4,"53°14'44"" 17°36'25"""
0929233,Kcynia,4,"52°59'30"" 17°29'14"""
0928937,Gniewkowo,4,"52°53'34"" 18°24'31"""
0929285,Koronowo,4,"53°18'36"" 17°56'32"""
0928989,Inowrocław,4,"52°47'47"" 18°15'42"""
0983630,Radzyń Chełmiński,4,"53°23'06"" 18°56'10"""
0107821,Siedliszcze,6,"51°11'43"" 23°09'52"""
0987800,Hrubieszów,6,"50°48'18"" 23°53'23"""
0887196,Frampol,6,"50°40'18"" 22°40'14"""
0987673,Biłgoraj,6,"50°32'18"" 22°43'13"""
0980493,Janów Lubelski,6,"50°42'24"" 22°24'40"""
0922159,Międzyrzec Podlaski,6,"51°59'14"" 22°46'51"""
0922343,Terespol,6,"52°04'34"" 23°36'58"""
0105667,Rejowiec,6,"51°05'39"" 23°16'60"""
0799760,Modliborzyce,6,"50°45'14"" 22°19'46"""
0887693,Goraj,6,"50°43'17"" 22°40'02"""
0956313,Lubartów,6,"51°27'28"" 22°36'34"""
0987897,Józefów,6,"50°28'52"" 23°03'10"""
0930070,Krasnystaw,6,"50°58'54"" 23°10'02"""
0988069,Tarnogród,6,"50°21'39"" 22°44'31"""
0956069,Kock,6,"51°38'23"" 22°26'47"""
0930176,Rejowiec Fabryczny,6,"51°07'17"" 23°14'36"""
0382036,Józefów nad Wisłą,6,"51°02'27"" 21°49'47"""
0956112,Kraśnik,6,"50°55'18"" 22°13'10"""
0956690,Ostrów Lubelski,6,"51°29'41"" 22°51'15"""
0786213,Annopol,6,"50°53'08"" 21°51'25"""
0956550,Opole Lubelskie,6,"51°08'50"" 21°58'09"""
0893742,Łaszczów,6,"50°31'54"" 23°42'57"""
0392684,Urzędów,6,"50°59'32"" 22°08'35"""
0955740,Dęblin,6,"51°33'57"" 21°50'44"""
0955555,Bełżyce,6,"51°10'30"" 22°16'55"""
0956388,Łęczna,6,"51°18'17"" 22°52'56"""
0956744,Poniatowa,6,"51°11'24"" 22°04'03"""
0891281,Krasnobród,6,"50°32'42"" 23°12'41"""
0956980,Ryki,6,"51°37'33"" 21°56'03"""
0903676,Tyszowce,6,"50°37'02"" 23°42'22"""
0955621,Bychawa,6,"51°00'52"" 22°32'05"""
0975530,Łuków,6,"51°55'48"" 22°22'50"""
0975813,Stoczek Łukowski,6,"51°57'41"" 21°58'10"""
0957146,Świdnik,6,"51°13'12"" 22°42'01"""
0930294,Włodawa,6,"51°32'40"" 23°33'14"""
0922254,Parczew,6,"51°38'26"" 22°54'00"""
0389386,Piaski,6,"51°08'15"" 22°50'54"""
0988075,Tomaszów Lubelski,6,"50°27'04"" 23°24'57"""
0382480,Kamionka,6,"51°28'15"" 22°27'45"""
0889700,Izbica,6,"50°53'34"" 23°09'32"""
0988253,Zwierzyniec,6,"50°36'50"" 22°58'17"""
0955905,Kazimierz Dolny,6,"51°19'20"" 21°56'51"""
0954700,Lublin,6,"51°14'52"" 22°34'05"""
0987510,Zamość,6,"50°42'58"" 23°15'17"""
0892889,Lubycza Królewska,6,"50°20'26"" 23°31'14"""
0987934,Szczebrzeszyn,6,"50°41'42"" 22°58'42"""
0956810,Puławy,6,"51°24'59"" 21°58'09"""
0922277,Radzyń Podlaski,6,"51°47'06"" 22°37'09"""
0956454,Nałęczów,6,"51°17'16"" 22°12'55"""
0922018,Biała Podlaska,6,"52°02'02"" 23°07'23"""
0929902,Chełm,6,"51°08'01"" 23°28'18"""
0935794,Witnica,8,"52°40'26"" 14°53'46"""
0988394,Gubin,8,"51°57'27"" 14°43'14"""
0935742,Strzelce Krajeńskie,8,"52°52'43"" 15°31'58"""
0988460,Krosno Odrzańskie,8,"52°03'08"" 15°05'50"""
0988589,Sława,8,"51°52'50"" 16°04'18"""
0182969,Lubniewice,8,"52°30'45"" 15°14'41"""
0954640,Szlichtyngowa,8,"51°42'43"" 16°14'33"""
0954685,Wschowa,8,"51°48'15"" 16°19'00"""
0935759,Sulęcin,8,"52°26'31"" 15°06'52"""
0935140,Gorzów Wielkopolski,8,"52°43'51"" 15°14'18"""
0988313,Zielona Góra,8,"51°56'21"" 15°30'14"""
0915484,Torzym,8,"52°18'50"" 15°04'21"""
0935736,Słubice,8,"52°21'22"" 14°33'58"""
0935452,Kostrzyn nad Odrą,8,"52°35'24"" 14°38'51"""
0935334,Dobiegniew,8,"52°58'11"" 15°45'19"""
0988508,Łęknica,8,"51°32'12"" 14°44'33"""
0988684,Żary,8,"51°38'09"" 15°08'18"""
0935400,Drezdenko,8,"52°50'19"" 15°49'53"""
0988431,Jasień,8,"51°45'04"" 15°00'44"""
0988490,Lubsko,8,"51°47'08"" 14°58'07"""
0988626,Świebodzin,8,"52°14'53"" 15°32'10"""
